	Movie	Month	Day	Release Year	Budget($M)	Domestic Gross($M)	Worldwide Gross($M)	URL	Language	Country	Genre	CastID	Rating	DirectorID
1336	The Time Traveler's Wife	Aug	14	2009	39.0	63.414846	102.332135	/title/tt0452694/?ref_=fn_al_tt_1	['English', 'Danish', 'Spanish']	['USA']	['Drama', 'Fantasy', 'Romance']	['nm0634409/', 'nm1821102/', 'nm0397124/', 'nm0051509/', 'nm0873860/', 'nm0066025/', 'nm0432422/', 'nm0083641/', 'nm1139283/', 'nm1046097/']	7.0	nm0001060
1337	Superman III	Jun	17	1983	39.0	59.950623	59.950623	/title/tt0086393/?ref_=fn_al_tt_1	['English']	['USA', 'UK']	['Action', 'Comedy', 'Sci-Fi']	['nm0001659/', 'nm0001640/', 'nm0178114/', 'nm0566013/', 'nm0001578/', 'nm0517506/', 'nm0827298/', 'nm0001816/', 'nm0452288/', 'nm0641398/']	6.0	nm0918873
1338	Because I Said So	Feb	2	2007	39.0	42.67404	69.538833	/title/tt0490084/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy', 'Romance']	['nm0000473/', 'nm0601553/', 'nm0532683/', 'nm0779866/', 'nm0334179/', 'nm0005305/', 'nm0004834/', 'nm1892830/', 'nm0150623/', 'nm0272399/']	6.1	nm0001239
1339	Frankenweenie	Oct	5	2012	39.0	35.287788	81.150788	/title/tt1142977/?ref_=fn_al_tt_1	['English']	['USA']	['Animation', 'Comedy', 'Family']	['nm0001573/', 'nm0001737/', 'nm0001445/', 'nm2253071/', 'nm2557831/', 'nm0000213/', 'nm2953573/', 'nm1620756/', 'nm0004916/', 'nm0444786/']	5.6	nm0822582
1340	Sgt. Bilko	Mar	29	1996	39.0	30.356589	37.956589	/title/tt0047763/?ref_=fn_al_tt_1	['English', 'Russian']	['USA']	['Comedy', 'Family']	['nm0799014/', 'nm0501183/', 'nm0285818/', 'nm0578510/', 'nm0762294/', 'nm0331466/', 'nm0269667/', 'nm0270640/', 'nm0372324/', 'nm0293525/']	6.0	nm0001382
1341	Serenity	Sep	30	2005	39.0	25.514517	40.31944	/title/tt0379786/?ref_=fn_al_tt_1	['English']	['Italy', 'UK', 'France', 'Luxembourg']	['Action', 'Adventure', 'Sci-Fi']	['nm0277213/', 'nm0868659/', 'nm0876138/', 'nm1072555/', 'nm0000284/', 'nm0821612/', 'nm0536883/', 'nm1132359/', 'nm0322002/', 'nm0252230/']	4.5	nm0149491
1342	Against the Ropes	Feb	20	2004	39.0	5.881504	6.429865	/title/tt0312329/?ref_=fn_al_tt_1	['English']	['USA']	['Biography', 'Drama', 'Romance']	['nm0000212/', 'nm0004898/', 'nm0001165/', 'nm0001724/', 'nm0004857/', 'nm0181288/', 'nm0913488/', 'nm0068511/', 'nm0567506/', 'nm0566084/']	8.0	nm0640466
1343	Yi dai zong shi	Aug	23	2013	38.6	6.594959	57.987299	/title/tt1462900/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Biography', 'Drama']	['nm0504897/', 'nm1087183/', 'nm0911016/', 'nm0875275/', 'nm1046845/', 'nm0490573/', 'nm2868252/', 'nm1319395/', 'nm0490614/', 'nm4134426/']	5.4	nm0394280
1344	The Fast and the Furious	Jun	22	2001	38.0	144.51231	206.51231	/title/tt0232500/?ref_=fn_al_tt_1	['English']	['USA', 'Germany']	['Action', 'Crime', 'Thriller']	['nm0908094/', 'nm0004874/', 'nm0735442/', 'nm0108287/', 'nm0950935/', 'nm0511349/', 'nm0835001/', 'nm0776580/', 'nm0505971/', 'nm0750019/']	5.2	nm0000217
1345	Sweet Home Alabama	Sep	27	2002	38.0	127.214072	182.365114	/title/tt0256415/?ref_=fn_al_tt_1	['English', 'Spanish']	['USA']	['Comedy', 'Romance']	['nm0000702/', 'nm0524197/', 'nm0001131/', 'nm0000298/', 'nm0005316/', 'nm0911542/', 'nm0005443/', 'nm0256121/', 'nm0001491/', 'nm0301381/']	7.3	nm0001508
1346	The Ugly Truth	Jul	24	2009	38.0	88.915214	205.298907	/title/tt1142988/?ref_=fn_al_tt_1	['English', 'Spanish']	['USA']	['Comedy', 'Romance']	['nm0001337/', 'nm0124930/', 'nm0877430/', 'nm0935721/', 'nm0780678/', 'nm0324795/', 'nm0385644/', 'nm0383422/', 'nm1938696/', 'nm0813887/']	7.1	nm0238865
1347	Spy Kids 2: The Island of Lost Dreams	Aug	7	2002	38.0	85.846296	119.721296	/title/tt0287717/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Adventure', 'Comedy']	['nm0000104/', 'nm0001303/', 'nm0891786/', 'nm0754512/', 'nm0000114/', 'nm0431918/', 'nm0001803/', 'nm0001507/', 'nm0641610/', 'nm0652089/']	6.3	nm0001994
1348	Star Trek: Generations	Nov	18	1994	38.0	75.671262	120.0	/title/tt0111280/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Adventure', 'Mystery']	['nm0001772/', 'nm0000408/', 'nm0000653/', 'nm0000996/', 'nm0000373/', 'nm0000533/', 'nm0000642/', 'nm0000532/', 'nm0001150/', 'nm0000479/']	6.2	nm0005563
1349	Paul Blart: Mall Cop 2	Apr	17	2015	38.0	71.03819	107.597242	/title/tt3450650/?ref_=fn_al_tt_1	['English']	['Canada', 'USA']	['Action', 'Comedy', 'Crime']	['nm0416673/', 'nm2263115/', 'nm0568180/', 'nm0022161/', 'nm0895150/', 'nm1273708/', 'nm0004309/', 'nm0884230/', 'nm0309430/', 'nm0878155/']	6.4	nm0994538
1350	Mouse Hunt	Dec	19	1997	38.0	61.894591	61.894591	/title/tt1273870/?ref_=fn_al_tt_1	['English']	['USA', 'UK', 'France']	['Family', 'Sci-Fi']	['nm1469226/', 'nm3062696/', 'nm1232570/', 'nm1040779/', 'nm0604797/', 'nm1196679/', 'nm1577347/', '', '', '']	6.9	nm0027572
1351	Water for Elephants	Apr	22	2011	38.0	58.709717	116.809717	/title/tt1067583/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Romance']	['nm0000702/', 'nm1500155/', 'nm0910607/', 'nm0773973/', 'nm0636235/', 'nm0001358/', 'nm0693957/', 'nm0104114/', 'nm1453696/', 'nm0286010/']	6.4	nm0000682
1352	Life as We Know It	Oct	8	2010	38.0	53.374681	105.887837	/title/tt0115082/?ref_=fn_al_tt_1	['English', 'Spanish']	['USA']	['Comedy', 'Family', 'Sci-Fi']	['nm0001475/', 'nm0005060/', 'nm0829390/', 'nm0330687/', 'nm0004852/', 'nm0451078/', 'nm0920800/', 'nm0001431/', '', '']	6.1	nm0000887
1353	The Hurricane	Dec	29	1999	38.0	50.699241	73.956241	/title/tt0174856/?ref_=fn_al_tt_1	['English', 'Welsh', 'Italian', 'Latin', 'Russian', 'Hungarian']	['USA']	['Biography', 'Drama', 'Sport']	['nm0000243/', 'nm0788370/', 'nm0000679/', 'nm0000630/', 'nm0001314/', 'nm0000445/', 'nm0005247/', 'nm0000317/', 'nm0001601/', 'nm0950867/']	5.7	nm0477129
1354	Riddick	Sep	6	2013	38.0	42.025135	94.763758	/title/tt0296572/?ref_=fn_al_tt_1	['English']	['USA', 'Hungary', 'Italy']	['Action', 'Adventure', 'Sci-Fi']	['nm0004874/', 'nm0272173/', 'nm0628601/', 'nm0001132/', 'nm0881631/', 'nm1111968/', 'nm0730070/', 'nm0905691/', 'nm0157915/', 'nm0202966/']	6.8	nm1291105
1355	Heartbreakers	Mar	23	2001	38.0	40.334024	57.753825	/title/tt0125022/?ref_=fn_al_tt_1	['English', 'German', 'French']	['USA']	['Comedy', 'Crime', 'Romance']	['nm0000244/', 'nm0001349/', 'nm0000501/', 'nm0005134/', 'nm0000843/', 'nm0000470/', 'nm0000432/', 'nm0004887/', 'nm0575339/', 'nm0419633/']	6.7	nm0005367
1356	Enough	May	24	2002	38.0	39.177215	50.97066	/title/tt0278435/?ref_=fn_al_tt_1	['English', 'Hawaiian', 'Russian']	['USA']	['Crime', 'Drama', 'Thriller']	['nm0000182/', 'nm0001004/', 'nm0021100/', 'nm0000496/', 'nm0001246/', 'nm0001864/', 'nm0911542/', 'nm0536832/', 'nm0140848/', 'nm0167850/']	7.8	nm0001068
1357	The 5th Wave	Jan	22	2016	38.0	34.912982	110.678636	/title/tt2304933/?ref_=fn_al_tt_1	['Russian']	['USA']	['Action', 'Adventure', 'Sci-Fi']	['nm1631269/', 'nm2832703/', 'nm4388400/', 'nm3173395/', 'nm3538718/', 'nm0515296/', 'nm1745019/', 'nm6236879/', 'nm1296223/', 'nm0753077/']	5.4	nm0443181
1358	Push	Feb	6	2009	38.0	31.811527	44.411527	/title/tt0929632/?ref_=fn_al_tt_1	['English', 'Spanish']	['Russia']	['Drama']	['nm2829737/', 'nm0594898/', 'nm1745736/', 'nm0001014/', 'nm0791868/', 'nm0005107/', 'nm2837910/', 'nm1822939/', 'nm2753926/', 'nm2837872/']	7.1	nm0775447
1359	Rush	Sep	20	2013	38.0	26.947624	98.230839	/title/tt1979320/?ref_=fn_al_tt_1	['English', 'Spanish']	['USA']	['Action', 'Biography', 'Drama']	['nm1165110/', 'nm0117709/', 'nm1312575/', 'nm0487884/', 'nm0269419/', 'nm0129464/', 'nm1754059/', 'nm0542118/', 'nm1605114/', 'nm0677944/']	5.8	
1360	Angel Eyes	May	18	2001	38.0	24.044532	29.544532	/title/tt0225071/?ref_=fn_al_tt_1	['English', 'French', 'Spanish', 'Arabic']	['USA', 'Germany']	['Drama', 'Romance']	['nm0000182/', 'nm0001029/', 'nm0005438/', 'nm0005024/', 'nm0000968/', 'nm0034519/', 'nm0005195/', 'nm0004309/', 'nm0535805/', 'nm0820377/']	5.4	nm0561938
1361	Joe Somebody	Dec	21	2001	38.0	22.770864	24.51599	/title/tt0279889/?ref_=fn_al_tt_1	['English', 'Russian']	['UK', 'USA', '']	['Comedy', 'Drama']	['nm0000741/', 'nm0100866/', 'nm0001488/', 'nm0314524/', 'nm0659363/', 'nm0911320/', 'nm0000902/', 'nm0547800/', 'nm0090981/', 'nm0174192/']	7.8	nm0000118
1362	The Ninth Gate	Mar	10	2000	38.0	18.653746	58.394308	/title/tt0142688/?ref_=fn_al_tt_1	['English']	['USA']	['Mystery', 'Thriller']	['nm0000136/', 'nm0001449/', 'nm0000565/', 'nm0782561/', 'nm0420266/', 'nm0852488/', 'nm0529927/', 'nm0025162/', 'nm0751638/', 'nm0231248/']	7.7	nm0000466
1363	Extreme Measures	Sep	27	1996	38.0	17.378193	17.378193	/title/tt0116259/?ref_=fn_al_tt_1	['English']	['USA']	['Crime', 'Drama', 'Mystery']	['nm0000424/', 'nm0000432/', 'nm0000572/', 'nm0001556/', 'nm0638056/', 'nm0866019/', 'nm0002117/', 'nm0598213/', 'nm0042558/', 'nm0211559/']	7.6	nm0919369
1364	Rock Star	Sep	7	2001	38.0	16.991902	19.317765	/title/tt0202470/?ref_=fn_al_tt_1	['English', 'Spanish']	['USA']	['Drama', 'Music']	['nm0000242/', 'nm0000098/', 'nm0922035/', 'nm0094495/', 'nm0683662/', 'nm0943711/', 'nm0001758/', 'nm0253451/', 'nm0146280/', 'nm0888714/']	6.6	nm0330140
1365	The Thing	Oct	14	2011	38.0	16.92867	27.501814	/title/tt0084787/?ref_=fn_al_tt_1	['English']	['USA', 'Germany']	['Horror', 'Mystery', 'Sci-Fi']	['nm0000621/', 'nm0000979/', 'nm0141953/', 'nm0166359/', 'nm0202966/', 'nm0246004/', 'nm0356251/', 'nm0540595/', 'nm0557956/', 'nm0595567/']	7.6	nm0343260
1366	White Squall	Feb	2	1996	38.0	10.2293	10.2293	/title/tt0118158/?ref_=fn_al_tt_1	['English', 'Japanese', 'German']	['USA']	['Adventure', 'Drama']	['nm0000313/', 'nm0328751/', 'nm0001698/', 'nm0937930/', 'nm0005438/', 'nm0000202/', 'nm0489476/', 'nm0170541/', 'nm0005189/', 'nm0782978/']	6.7	nm0540532
1367	City of Ember	Oct	10	2008	38.0	7.871693	17.830244	/title/tt0970411/?ref_=fn_al_tt_1	['English']	['USA']	['Adventure', 'Family', 'Fantasy']	['nm1519680/', 'nm0752379/', 'nm2016685/', 'nm0005316/', 'nm0000209/', 'nm0000195/', 'nm0188871/', 'nm0429363/', 'nm2904648/', 'nm1985625/']	6.9	nm0002700
1368	Switchback	Oct	31	1997	38.0	6.504442	6.504442	/title/tt0119210/?ref_=fn_al_tt_1	['English', 'Esperanto']	['USA']	['Crime', 'Mystery', 'Thriller']	['nm0824317/', 'nm5341652/', 'nm0385805/', 'nm0000388/', 'nm0324658/', 'nm0505971/', 'nm0769639/', 'nm0001209/', 'nm0001467/', 'nm0813867/']	5.7	nm0603628
1369	Texas Rangers	Nov	30	2001	38.0	0.623374	0.623374	/title/tt0193560/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Adventure', 'Drama']	['nm0004735/', 'nm0000337/', 'nm0005110/', 'nm0001518/', 'nm0713378/', 'nm0000643/', 'nm0871430/', 'nm0007237/', 'nm0551462/', 'nm0000547/']	6.8	nm0734747
1370	Virgin Territory	Aug	26	2008	38.0	0.0	5.473041	/title/tt0437954/?ref_=fn_al_tt_1	['Cantonese', 'English']	['USA', 'UK', 'Germany', 'Japan', 'Canada']	['Adventure', 'Comedy', 'History']	['nm0142206/', 'nm0250659/', 'nm0971135/', 'nm0159789/', 'nm0818847/', 'nm0898377/', 'nm1204916/', 'nm2300844/', 'nm0000619/', 'nm0059215/']	6.9	nm0023355
1371	What to Expect When You're Expecting	May	18	2012	37.5	41.152203	120.925697	/title/tt1586265/?ref_=fn_al_tt_1	['English']	['China', '']	['Comedy', 'Drama', 'Romance']	['nm0000139/', 'nm0000182/', 'nm0006969/', 'nm2003700/', 'nm2395937/', 'nm1229520/', 'nm0447695/', 'nm1285162/', 'nm0000598/', 'nm0001674/']	5.4	nm0000362
1372	The Master	Sep	14	2012	37.5	16.247159	58.792011	/title/tt1560747/?ref_=fn_al_tt_1	['English']	['Spain', 'USA']	['Drama']	['nm0001618/', 'nm0141307/', 'nm3424741/', 'nm5252986/', 'nm0328785/', 'nm5252833/', 'nm5252195/', 'nm5252519/', 'nm4166185/', 'nm4486481/']	6.2	nm0142286
1373	The Express	Oct	4	2008	37.5	9.793406	9.813309	/title/tt0469903/?ref_=fn_al_tt_1	['English']	['USA']	['Biography', 'Drama', 'Sport']	['nm0114532/', 'nm0000598/', 'nm0378200/', 'nm0589077/', 'nm1734700/', 'nm0001165/', 'nm0552595/', 'nm2661737/', 'nm2718512/', 'nm0254712/']	7.5	nm0417054
1374	We're the Millers	Aug	7	2013	37.0	150.394119	267.816276	/title/tt1723121/?ref_=fn_al_tt_1	['English', 'French']	['USA']	['Comedy', 'Crime']	['nm0000098/', 'nm0837177/', 'nm0731075/', 'nm2401020/', 'nm1159180/', 'nm0644406/', 'nm1063517/', 'nm0703939/', 'nm0803037/', 'nm2200632/']	6.8	nm0001219
1375	Creed	Nov	25	2015	37.0	109.767581	173.567581	/title/tt3076658/?ref_=fn_al_tt_1	['English', 'German']	['USA', 'UK']	['Drama', 'Sport']	['nm0430107/', 'nm0000230/', 'nm1935086/', 'nm0711118/', 'nm3188266/', 'nm6905689/', 'nm0182662/', 'nm0243695/', 'nm0574615/', 'nm7444490/']	7.3	nm0006476
1376	The Town	Sep	17	2010	37.0	92.186262	152.566881	/title/tt0840361/?ref_=fn_al_tt_1	['English']	['USA']	['Crime', 'Drama', 'Thriller']	['nm0000255/', 'nm0356017/', 'nm0358316/', 'nm0719637/', 'nm0515116/', 'nm2282835/', 'nm4024978/', 'nm0920038/', 'nm0000592/', 'nm0177933/']	7.4	nm0240995
1377	Dolphin Tale	Sep	23	2011	37.0	72.286779	96.068724	/title/tt1564349/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Family']	['nm0001065/', 'nm0000171/', 'nm1997480/', 'nm0001434/', 'nm4077908/', 'nm0000151/', 'nm3271473/', 'nm0827973/', 'nm2047955/', 'nm3961856/']	5.9	nm0688585
1378	Burn After Reading	Sep	12	2008	37.0	60.355347	168.167798	/title/tt0887883/?ref_=fn_al_tt_1	['English', 'Cantonese', 'Mandarin']	['USA']	['Comedy', 'Crime', 'Drama']	['nm0000123/', 'nm0000531/', 'nm0000093/', 'nm0000518/', 'nm0842770/', 'nm0420955/', 'nm0555500/', 'nm0711058/', 'nm0799777/', 'nm0472762/']	6.2	nm0094435
1379	Nim's Island	Apr	4	2008	37.0	48.006762	101.857425	/title/tt0410377/?ref_=fn_al_tt_1	['English', 'Spanish']	['USA']	['Adventure', 'Comedy', 'Family']	['nm1113550/', 'nm0000149/', 'nm0124930/', 'nm0138327/', 'nm0103675/', 'nm0799402/', 'nm0048336/', 'nm2786226/', 'nm0130290/', 'nm1036455/']	8.3	nm0001054
1380	How to be Single	Feb	12	2016	37.0	46.843513	99.595932	/title/tt1292566/?ref_=fn_al_tt_1	['English', 'French']	['USA']	['Comedy', 'Romance']	['nm0424848/', 'nm2313103/', 'nm0005182/', 'nm0915458/', 'nm2981082/', 'nm1555340/', 'nm1002609/', 'nm3821405/', 'nm1727621/', 'nm1906042/']	6.2	nm0001053
1381	Cop Out	Feb	26	2010	37.0	44.875481	55.90991	/title/tt1385867/?ref_=fn_al_tt_1	['English']	['USA', 'France']	['Action', 'Comedy', 'Crime']	['nm0000246/', 'nm0605079/', 'nm0380022/', 'nm2474064/', 'nm3629463/', 'nm2575873/', 'nm1332395/', 'nm0001629/', 'nm0111013/', 'nm0246585/']		nm0812200
1382	The Rite	Jan	28	2011	37.0	33.047633	97.143987	/title/tt1161864/?ref_=fn_al_tt_1	['English', 'Spanish']	['USA']	['Drama', 'Horror', 'Mystery']	['nm0000164/', 'nm1524440/', 'nm0103797/', 'nm0001354/', 'nm0429363/', 'nm0000442/', 'nm3068922/', 'nm0002029/', 'nm3918463/', 'nm3384311/']	7.5	nm1354216
1383	Space Chimps	Jul	18	2008	37.0	30.105968	67.029956	/title/tt0482603/?ref_=fn_al_tt_1	['English']	['USA']	['Animation', 'Adventure', 'Comedy']	['nm1676221/', 'nm0385644/', 'nm0001099/', 'nm0911320/', 'nm0155693/', 'nm0860380/', 'nm1396596/', 'nm0016141/', 'nm1859475/', 'nm0106755/']	6.3	nm1355835
1384	Magnolia	Dec	17	1999	37.0	22.450975	48.446802	/title/tt0175880/?ref_=fn_al_tt_1	['English']	['Japan', 'USA']	['Drama']	['nm0372366/', 'nm0959000/', 'nm0281073/', 'nm0283568/', 'nm0572125/', 'nm0333689/', 'nm0652663/', 'nm0327570/', 'nm0402358/', 'nm0002350/']	5.8	nm0791672
1385	Aloha	May	29	2015	37.0	21.05203	24.935799	/title/tt1243974/?ref_=fn_al_tt_1	['English', 'Klingon']	['USA', 'UK', 'Australia']	['Comedy', 'Drama', 'Romance']	['nm0177896/', 'nm1297015/', 'nm1046097/', 'nm0000195/', 'nm1024677/', 'nm1144419/', 'nm0000285/', 'nm0131966/', 'nm5897057/', 'nm5994559/']	5.6	nm0768249
1386	Obitaemyy ostrov	Dec	31	2009	36.5	0.0	15.0	/title/tt0972558/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Adventure', 'Sci-Fi']	['nm3353199/', 'nm2568364/', 'nm1215228/', 'nm0307628/', 'nm0476544/', 'nm0148516/', 'nm2367180/', 'nm1459463/', 'nm0586485/', 'nm0837718/']	7.2	nm0000247
1387	Gnomeo and Juliet	Feb	11	2011	36.0	99.96767	193.737977	/title/tt2133584/?ref_=fn_al_tt_1	['English']	['USA']	['Animation', 'Comedy', 'Talk-Show']	['nm4416167/', '', '', '', '', '', '', '', '', '']	6.5	nm0622288
1388	John Q	Feb	15	2002	36.0	71.026631	102.226631	/title/tt0251160/?ref_=fn_al_tt_1	['English', 'German', 'Italian', 'Arabic']	['USA']	['Crime', 'Drama', 'Thriller']	['nm1131193/', 'nm0000243/', 'nm0253708/', 'nm0030250/', 'nm0807826/', 'nm0861513/', 'nm1130967/', 'nm0005009/', 'nm0175305/', 'nm0487433/']	6.6	nm0151066
1389	Blue Streak	Sep	17	1999	36.0	68.20819	117.448157	/title/tt0181316/?ref_=fn_al_tt_1	['English']	['USA', 'UK']	['Action', 'Comedy', 'Crime']	['nm0001454/', 'nm0005561/', 'nm0338886/', 'nm0152638/', 'nm0662519/', 'nm0065320/', 'nm0592188/', 'nm0472762/', 'nm0346089/', 'nm0764781/']	5.7	nm0948145
1390	Never Say Never Again	Oct	7	1983	36.0	55.5	160.0	/title/tt0086006/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Adventure', 'Thriller']	['nm0000125/', 'nm0001970/', 'nm0001884/', 'nm0000324/', 'nm0000107/', 'nm0143378/', 'nm0566680/', 'nm0002081/', 'nm0758012/', 'nm0000100/']	7.7	nm0091076
1391	Hot Tub Time Machine	Mar	26	2010	36.0	50.269859	65.96775	/title/tt1231587/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy', 'Sci-Fi']	['nm0000131/', 'nm0241173/', 'nm0732497/', 'nm1117791/', 'nm1659221/', 'nm0960912/', 'nm0000417/', 'nm0000331/', 'nm1668208/', 'nm0135221/']	6.9	nm0664852
1392	Breakdown	May	2	1997	36.0	50.159144	50.159144	/title/tt0118771/?ref_=fn_al_tt_1	['English', 'Cantonese']	['USA']	['Action', 'Crime', 'Drama']	['nm0000621/', 'nm0000687/', 'nm0000599/', 'nm0301370/', 'nm0005276/', 'nm0513010/', 'nm0109620/', 'nm0365128/', 'nm0732152/', 'nm0465664/']	5.4	nm0074426
1393	Dolphin Tale 2	Sep	12	2014	36.0	42.024533	57.824533	/title/tt2978462/?ref_=fn_al_tt_1	[]	['USA']	['Drama', 'Family']	['nm3952890/', 'nm0000151/', 'nm0000171/', 'nm0001434/', 'nm0001065/', 'nm3271473/', 'nm0001747/', 'nm1997480/', 'nm0326988/', 'nm4077908/']	7.7	nm0005522
1394	A Man Apart	Apr	4	2003	36.0	26.5	43.797731	/title/tt0266465/?ref_=fn_al_tt_1	['English']	[]	['Action', 'Crime', 'Drama']	['nm0004874/', 'nm0005478/', 'nm0648249/', 'nm0798316/', 'nm0005283/', 'nm0247611/', 'nm0273592/', 'nm0462116/', 'nm0735424/', 'nm0120878/']	7.4	nm5672919
1395	Reindeer Games	Feb	25	2000	36.0	23.360779	23.360779	/title/tt0184858/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Adventure', 'Crime']	['nm0000255/', 'nm0289656/', 'nm0835893/', 'nm0009811/', 'nm0372784/', 'nm0005002/', 'nm0839027/', 'nm0037856/', 'nm0942036/', 'nm0767205/']	6.6	nm0001639
1396	Snow Falling on Cedars	Dec	24	1999	36.0	14.378353	14.378353	/title/tt0120834/?ref_=fn_al_tt_1	['English']	['USA', 'Germany']	['Drama', 'Mystery', 'Romance']	['nm0000160/', 'nm0473802/', 'nm0138840/', 'nm0840551/', 'nm0950935/', 'nm0001884/', 'nm0714310/', 'nm0000342/', 'nm0420955/', 'nm0054397/']	5.9	nm0777881
1397	Ghosts of Mississippi	Dec	20	1996	36.0	13.052741	13.052741	/title/tt0116410/?ref_=fn_al_tt_1	['English', 'Spanish']	['USA']	['Drama', 'History']	['nm0000285/', 'nm0000249/', 'nm0000515/', 'nm0000155/', 'nm0860749/', 'nm0005266/', 'nm0085407/', 'nm0854518/', 'nm0891786/', 'nm0000513/']	5.3	nm0504513
1398	Gattaca	Oct	24	1997	36.0	12.532777	12.532777	/title/tt0119177/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Sci-Fi', 'Thriller']	['nm0000160/', 'nm0000235/', 'nm0000683/', 'nm0075359/', 'nm0111632/', 'nm0000480/', 'nm0748973/', 'nm0198949/', 'nm0219324/', 'nm0005516/']	7.8	nm0499724
1399	Isn't She Great	Jan	28	2000	36.0	2.954405	2.954405	/title/tt0141399/?ref_=fn_al_tt_1	['English', 'Italian']	['USA']	['Biography', 'Comedy', 'Romance']	['nm0000541/', 'nm0001447/', 'nm0000330/', 'nm0001383/', 'nm0000092/', 'nm0488662/', 'nm0001605/', 'nm0478416/', 'nm0743501/', 'nm0001520/']	5.4	nm0000318
1400	Yip Man 3	Jan	22	2016	36.0	2.679437	156.835197	/title/tt2888046/?ref_=fn_al_tt_1	['English']	['France', 'USA']	['Action', 'Biography', 'Drama']	['nm0947447/', 'nm3237713/', 'nm1179707/', 'nm0005512/', 'nm0848377/', 'nm4803629/', 'nm3518961/', 'nm0155587/', 'nm0415777/', 'nm2185928/']	6.7	nm0923736
1401	There Be Dragons	May	6	2011	36.0	1.069334	4.02099	/title/tt1316616/?ref_=fn_al_tt_1	['English']	['USA']	['Biography', 'Drama', 'War']	['nm1214435/', 'nm0004747/', 'nm0779084/', 'nm0763928/', 'nm0003244/', 'nm0001394/', 'nm0267042/', 'nm0001036/', 'nm0880054/', 'nm0868479/']	6.2	nm0001165
1402	Head of State	Mar	28	2003	35.2	37.788228	38.283765	/title/tt0325537/?ref_=fn_al_tt_1	['English', 'Japanese', 'French']	['USA']	['Comedy']	['nm0001674/', 'nm0005170/', 'nm0048414/', 'nm0780678/', 'nm0005551/', 'nm0002101/', 'nm0005067/', 'nm0714310/', 'nm0202966/', 'nm0605079/']	6.1	nm0939182
1403	The Hangover	Jun	5	2009	35.0	277.322503	465.764086	/title/tt1119646/?ref_=fn_al_tt_1	['English']	['USA', 'S']	['Comedy']	['nm0177896/', 'nm1159180/', 'nm0302108/', 'nm0058581/', 'nm0001287/', 'nm0056936/', 'nm0001787/', 'nm0421822/', 'nm0006713/', 'nm0005512/']	6.8	nm0003418
1404	The Blind Side	Nov	20	2009	35.0	255.959475	305.705794	/title/tt0878804/?ref_=fn_al_tt_1	['English', 'Ukrainian']	['USA']	['Biography', 'Drama', 'Sport']	['nm0000113/', 'nm0005210/', 'nm2466842/', 'nm2052567/', 'nm2934314/', 'nm0571964/', 'nm0225332/', 'nm0502180/', 'nm0000870/', 'nm0245696/']	6.7	nm3094672
1405	Batman	Jun	23	1989	35.0	251.188924	411.348924	/title/tt0096895/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Adventure']	['nm0000474/', 'nm0000197/', 'nm0000107/', 'nm0943237/', 'nm0385757/', 'nm0001850/', 'nm0001284/', 'nm0001588/', 'nm0355717/', 'nm0910145/']	5.3	nm0855035
1406	Austin Powers: The Spy Who Shagged Me	Jun	10	1999	35.0	206.040085	310.332636	/title/tt0145660/?ref_=fn_al_tt_1	['English']	['USA', 'Japan']	['Action', 'Adventure', 'Comedy']	['nm0000196/', 'nm0001287/', 'nm0001868/', 'nm0001822/', 'nm0000507/', 'nm0001293/', 'nm0827565/', 'nm0873942/', 'nm0000167/', 'nm0137140/']	6.6	nm0525659
1407	True Grit	Dec	22	2010	35.0	171.243005	252.276928	/title/tt1403865/?ref_=fn_al_tt_1	['English']	['USA']	['Adventure', 'Drama', 'Western']	['nm0000313/', 'nm2794962/', 'nm0000354/', 'nm0000982/', 'nm0001608/', 'nm0559977/', 'nm0175826/', 'nm1497570/', 'nm1727304/', 'nm0555500/']	7.2	nm0001675
1408	Lethal Weapon 3	May	15	1992	35.0	144.731527	319.7	/title/tt0104714/?ref_=fn_al_tt_1	['English', 'Armenian']	['USA', '']	['Action', 'Crime', 'Thriller']	['nm0000154/', 'nm0000418/', 'nm0000582/', 'nm0000623/', 'nm0934179/', 'nm0434676/', 'nm0522306/', 'nm0938159/', 'nm0385649/', 'nm0808077/']	5.1	nm0141222
1409	Rush Hour	Sep	18	1998	35.0	141.186864	245.3	/title/tt0120812/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Comedy', 'Crime']	['nm0504962/', 'nm0000329/', 'nm0929489/', 'nm0002245/', 'nm0514783/', 'nm0159485/', 'nm0398830/', 'nm0000676/', 'nm0001606/', 'nm0502097/']	7.1	nm0275698
